Line number,Character,Place,Time,Line,Word count,sentiment_sc
917,Jules,int. Nova (moving),morning,I used the same soap you did and when I dried my hands the towel didnt look like a fuckin Maxie pad Look fuck it alright Who cares But its shit like this thats gonna bring this situation to a boil If he were to come in here and see that towel like that Im tellin you Vincent you best be cool Cause if I gotta get in to it with Jimmie on account of you Look I aint threatenin you I respect you an all just dont put me in that position,93,-0.6269
918,Jules,int. Nova (moving),morning,Jules you ask me nice like that no problem Hes your friend you handle him,15,0.5574
919,Jules,int. Jimmie's kitchen,morning,Goddamn Jimmie this is some serious gourmet shit Me an Vincent woulda been satisfied with freezedried Tasters Choice You spring this gourmet fuckin shit on us What flavor is this,30,-0.8316
922,Jimmie,int. Jimmie's kitchen,morning,Im not a cobb or corn so you can stop butterin me up I dont need you to tell me how good my coffee is Im the one who buys it I know how fuckin good it is When Bonnie goes shoppin she buys shit I buy the gourmet expensive stuff cause when I drink it I wanna taste it But whats on my mind at this moment isnt the coffee in my kitchen its the dead nigger in my garage,81,-0.9329
924,Jimmie,int. Jimmie's kitchen,morning, Im talkin Now let me ask you a question Jules When you drove in here did you notice a sign out front that said Dead nigger storage,27,-0.8625
925,Jimmie,int. Jimmie's kitchen,morning, answer to question Did you see a sign out in front of my house that said Dead nigger storage,19,-0.8625
929,Jimmie,int. Jimmie's kitchen,morning,Cause storin dead niggers aint my fuckin business,8,-0.6486
930,Jimmie,int. Jimmie's kitchen,morning, I aint through Now dont you understand that if Bonnie comes home and finds a dead body in her house Im gonna get divorced No marriage counselor no trial separation  fuckin divorced And I dont wanna get fuckin divorced The last time me an Bonnie talked about this shit was gonna be the last time me an Bonnie talked about this shit Now I wanna help ya out Julie I really do But I aint gonna lose my wife doin it,81,-0.6556
932,Jimmie,int. Jimmie's kitchen,morning, dont fuckin Jimmie me man I cant be Jimmied Theres nothin you can say thats gonna make me forget I love my wife Now shes workin the graveyard shift at the hospital Shell be comin home in less than an hour and a half Make your phone calls talk to your people than get the fuck out of my house,60,-0.34
933,Jules,int. Jimmie's kitchen,morning,Thats all we want We dont wanna fuck up your shit We just need to call our people to bring us in,22,-0.1154
935,Marsellus,int. Marsellus Wallace's dining room,morning,well say she comes home Whaddya think shell do No fuckin shit shell freak That aint no kinda answer You know er I dont How bad a lot or a little,31,-0.4333
936,Jules,int. Jimmie's bedroom,morning,You got to appreciate what an explosive element this Bonnie situation is If she comes home from a hard days work and finds a bunch of gangsters doin a bunch of gangsta shit in her kitchen aint no tellin what shes apt to do,44,-0.1058
938,Jules,int. Jimmie's bedroom,morning,I dont wanna hear about no motherfuckin ifsWhat I wanna hear from your ass is you aint got no problems Jules Im on the motherfucker Go back in there chill them niggers out and wait for the cavalry which should be comin directly,43,-0.8818
939,Marsellus,int. Jimmie's bedroom,morning,You aint got no problems Jules Im on the motherfucker Go back in there chill them niggers out and wait for The Wolf who should be comin directly,28,-0.3515
941,Marsellus,int. Jimmie's bedroom,morning,Feel better,2,0.4404
942,Jules,int. Jimmie's bedroom,morning,Shit Negro thats all you had to say,8,-0.5574
943,The Wolf,int. hotel suite,morning,Is she the hysterical type When she due Give me the principals names again Jules,15,-0.0258
945,The Wolf,int. hotel suite,morning,Expect a call around  Its about thirty minutes away Ill be there in ten,15,-0.4215
947,Jimmie,int. Jimmie's house,morning,Yeah,1,0.296
948,The Wolf,int. Jimmie's house,morning,Im Winston Wolf I solve problems,6,-0.2263
949,Jimmie,int. Jimmie's house,morning,Good cause we got one,5,0.4404
951,Jimmie,int. Jimmie's house,morning,Please do,2,0.3182
956,The Wolf,int. Jimmie's house,morning,I was led to believe if she comes home and finds us here she wouldnt appreciate it none too much,20,-0.3089
958,The Wolf,int. Jimmie's house,morning,That gives us forty minutes to get the fuck outta Dodge which if you do what I say when I say it should by plenty Now you got a corpse in a car minus a head in a garage Take me to it,43,-0.802
960,Jimmie,int. Jimmie's garage,morning,Yes,1,0.4019
961,The Wolf,int. Jimmie's garage,morning,Do me a favor will ya Thought I smelled some coffee in there Would you make me a cup,19,0.4019
962,Jimmie,int. Jimmie's garage,morning,Sure how do you take it,6,0.3182
964,The Wolf,int. Jimmie's garage,morning,About the car is there anything I need to know Does it stall does it make a lot of noise does it smoke is there gas in it anything,29,-0.2023
965,Jules,int. Jimmie's garage,morning,Aside from how it looks the cars cool,8,0.3182
966,The Wolf,int. Jimmie's garage,morning,Positive Dont get me out on the road and I find out the brake lights dont work,17,0.5574
968,The Wolf,int. Jimmie's garage,morning,Good enough lets go back to the kitchen,8,0.4404
969,The Wolf,int. kitchen,morning,Thank you Jimmie,3,0.3612
970,The Wolf,int. kitchen,morning,Okay first thing you two Take the body stick it in the trunk Now Jimmie this looks to be a pretty domesticated house That would lead me to believe that in the garage or under the sink you got a bunch of cleansers and cleaners and shit like that am I correct,52,0.4588
971,Jimmie,int. kitchen,morning,Yeah Exactly Under the sink,5,0.296
972,The Wolf,int. kitchen,morning,Good What I need you two fellas to do is take those cleaning products and clean the inside of the car And Im talkin fast fast fast You need to go in the backseat scoop up all those little pieces of brain and skull Get it out of there Wipe down the upholstery  now when it comes to upholstery it dont need to be spic and span you dont need to eat off it Give it a good once over What you need to take care of are the really messy parts The pools of blood that have collected you gotta soak that shit up But the windows are a different story Them you really clean Get the Windex do a good job Now Jimmie we need to raid your linen closet I need blankets I need comforters I need quilts I need bedspreads The thicker the better the darker the better No whites cant use em We need to camouflage the interior of the car Were gonna line the front seat and the backseat and the floor boards with quilts and blankets If a cop stops us and starts stickin his big snout in the car the subterfuge wont last But at a glance the car will appear to be normal Jimmie  lead the way boys  get to work,220,0.9528
973,Vincent,int. kitchen,morning,A please would be nice,5,0.6249
975,Vincent,int. kitchen,morning,I said a please would be nice,7,0.6249
976,The Wolf,int. kitchen,morning,Set is straight Buster Im not here to say pleaseIm here to tell you want to do And if self preservation is an instinct you possess you better fuckin do it and do it quick Im here to help If my helps not appreciated lotsa luck gentlemen,47,0.6391
977,Jules,int. kitchen,morning,It aint that way Mr Wolf Your help is definitely appreciated,11,0.8271
978,Vincent,int. kitchen,morning,I dont mean any disrespect I just dont like people barkin orders at me,14,0.0572
979,The Wolf,int. kitchen,morning,If Im curt with you its because time is a factor I think fast I talk fast and I need you guys to act fast if you want to get out of this So pretty please with sugar on top clean the fuckin car,44,0.8712
980,The Wolf,int. Jimmie's bedroom,morning,Its a  Chevy Nova White Nothin except for the mess inside About twenty minutes Nobody wholl be missed Youre a good man Joe See ya soon How we comin Jimmie,31,-0.2023
982,The Wolf,int. Jimmie's bedroom,morning, Winston Jimmie  please Winston,4,0.3182
983,Jimmie,int. Jimmie's bedroom,morning,You gotta understand something Winston I want to help you guys out and all but thats my best linen It was a wedding present from my Uncle Conrad and Aunt Ginny and they aint with us anymore ,37,0.8316
985,Jimmie,int. Jimmie's bedroom,morning,Sure,1,0.3182
987,Jimmie,int. Jimmie's bedroom,morning,No,1,-0.296
988,The Wolf,int. Jimmie's bedroom,morning,Well your Uncle Marsellus is And Im positive if Uncle Conrad and Aunt Ginny were millionaires they wouldve furnished you with a whole bedroom set which your Uncle Marsellus is more than happy to do I like oak myself thats whats in my bedroom How bout you Jimmie you an oak man,52,0.9038
989,Jimmie,int. Jimmie's bedroom,morning,Oaks nice,2,0.4215
990,Jules,int. garage,morning,I will never forgive your ass for this shit This is some fuckedup repugnant shit,15,-0.7322
991,Vincent,int. garage,morning,Did you ever hear the philosophy that once a man admits hes wrong hes immediately forgiven for all wrongdoings,19,0.1779
992,Jules,int. garage,morning,Man get outta my face with that shit The motherfucker who said that never had to pick up ittybitty pieces of skull with his fingers on account of your dumb ass,31,-0.9432
993,Vincent,int. garage,morning,I got a threshold Jules I got a threshold for the abuse Ill take And youre crossin it Im a race car and you got me in the red Redline  thats where you are Just know its fuckin dangerous to be drivin a race car when its in the red It could blow,54,-0.8779
994,Jules,int. garage,morning,Youre gettin ready to blow Im a mushroomcloudlayin motherfucker Every time my fingers touch brain Im SUPERFLY TNT Im the GUNS OF NAVARONE Im what Jimmie Walker usta talk about In fact what the fuck am I doin in the back Youre the motherfucker should be on brain detail Were tradin Im washin windows and youre pickin up this niggers skull,61,-0.9042
995,The Wolf,int. Chevy Nova,morning,Fine job gentlemen We may get out of this yet,10,0.2023
997,The Wolf,int. Chevy Nova,morning,Well lets not start suckin each others dicks quite yet Phase one is complete clean the car which moves us right along to phase two clean you two,28,0.7579
1000,The Wolf,ext. Jimmie's backyard,morning,To your bare ass,4,-0.5423
1001,The Wolf,ext. Jimmie's backyard,morning,Quickly gentlemen we got about fifteen minutes before Jimmies better half comes pulling into the driveway,16,0.4404
1002,Jules,ext. Jimmie's backyard,morning,This morning air is some chilly shit,7,-0.5574
1003,Vincent,ext. Jimmie's backyard,morning,Are you sure this is absolutely necessary,7,0.3182
1004,The Wolf,ext. Jimmie's backyard,morning,You know what you two look like,7,0.3612
1006,The Wolf,ext. Jimmie's backyard,morning,Like a couple of guys who just blew off somebodys head Yes strippin off those bloody rags is absolutely necessary Toss the clothes in Jims garbage bag,27,0.3182
1007,Jules,ext. Jimmie's backyard,morning,Now Jimmie dont do nothin stupid like puttin that out in front of your house for Elmo the garbage man to take away,23,0.6458
1008,The Wolf,ext. Jimmie's backyard,morning,Dont worry were takin it with us Jim the soap,10,0.3412
1009,The Wolf,ext. Jimmie's backyard,morning,Okay gentlemen youre both been to County before Im sure Here it comes,13,0.4939
1010,Jules,ext. Jimmie's backyard,morning,Goddamn that waters fuckin cold,5,-0.4767
1011,The Wolf,ext. Jimmie's backyard,morning,Better you than me gentlemen,5,0.4404
1015,The Wolf,ext. Jimmie's backyard,morning,Perfect Perfect We couldntve planned this better You guys look like what do they look like Jimmie,17,0.9411
1016,Jimmie,ext. Jimmie's backyard,morning,Dorks They look like a couple of dorks,8,0.128
1017,Jules,ext. Jimmie's backyard,morning,Ha ha ha Theyre your clothes motherfucker,7,0.1531
1019,Jules,ext. Jimmie's backyard,morning,Yeah well our asses aint the expert on wearin dorky shit that your is,14,-0.34
1020,The Wolf,ext. Jimmie's backyard,morning,Cmon gentlemen were laughin and jokin our way into prison Dont make me beg,14,-0.5106
1021,The Wolf,int. Jimmie's garage,morning,Gentlemen lets get our rules of the road straight Were going to a place called Monster Joes Truck and Tow Monster Joe and his daughter Raquel are sympathetic to out dilemma The place is North Hollywood so a few twist and turns aside well be goin up Hollywood Way Now Ill drive the tainted car Jules you ride with me Vincent you follow in my Porsche Now if we cross the path of any John Q Laws nobody does a fuckin thing til I do something What did I say,90,0.4215
1022,Jules,int. Jimmie's garage,morning,Dont do shit unless ,4,0.4449
1025,The Wolf,int. Jimmie's garage,morning,Spoken like a true prodigy How bout you Lash Larue Can you keep your spurs from jingling and jangling,19,0.6486
1026,Vincent,int. Jimmie's garage,morning,Im cool Mr Wolf My gun just went off I dunno how,12,-0.0258
1027,The Wolf,int. Jimmie's garage,morning,Fair enough I drive real fuckin fast so keep up If I get my car back any different than I gave it Monster Joes gonna be disposing of two bodies,30,0.3182
1028,Jules,ext. Monster Joe's Truck and Tow,morning,We cool,2,0.3182
1029,The Wolf,ext. Monster Joe's Truck and Tow,morning,Like it never happened,4,0.3612
1031,Raquel,ext. Monster Joe's Truck and Tow,morning,Hi You know if they ever do I SPY THE MOTION PICTURE you guys Id be great Whats with the outfits You guys going to a volleyball game,28,0.6249
1032,The Wolf,ext. Monster Joe's Truck and Tow,morning,Im takin mlady out to breakfast Maybe I can drop you two off Where do you live,17,-0.2732
1035,The Wolf,ext. Monster Joe's Truck and Tow,morning,Its your future I see a cab ride Sorry guys move out of the sticks Say goodbye Raquel,18,-0.0772
1037,The Wolf,ext. Monster Joe's Truck and Tow,morning,Ill see you two around and stay outta trouble you crazy kids,12,-0.7845
1039,Jules,ext. Monster Joe's Truck and Tow,morning,I was a pleasure watchin you work,7,0.5719
1041,The Wolf,ext. Monster Joe's Truck and Tow,morning,You hear that young lady Respect You could lean a lot from those two fine specimens Respect for ones elders shows character,22,0.7906
1044,Raquel,ext. Monster Joe's Truck and Tow,morning,Oh youre so funny oh youre so funny,8,0.8168
1045,Jules,ext. Monster Joe's Truck and Tow,morning,Wanna share a cab,4,0.296
1046,Vincent,ext. Monster Joe's Truck and Tow,morning,You know I could go for some breakfast Want to have breakfast with me,14,0.0772
1047,Jules,ext. Monster Joe's Truck and Tow,morning,Sure,1,0.3182
1048,Vincent,int. coffee shop,morning,Thanks a bunch Want a sausage,6,0.4939
1054,Vincent,int. coffee shop,morning,Sausages taste good Pork chops taste good,7,0.7003
1055,Jules,int. coffee shop,morning,A sewer rat may taste like pumpkin pie Ill never know cause even if it did I wouldnt eat the filthy motherfucker Pigs sleep and root in shit Thats a filthy animal I dont wanna eat nothin that aint got enough sense to disregard its own feces,47,-0.891
1058,Vincent,int. coffee shop,morning,Yes but do you consider a dog to be a filthy animal,12,0.2144
1059,Jules,int. coffee shop,morning,I wouldnt go so far as to call a dog filthy but theyre definitely dirty But a dogs got personality And personality goes a long way,26,-0.0772
1060,Vincent,int. coffee shop,morning,So by that rationale if a pig had a better personality hes cease to be a filthy animal,18,0.4404
1061,Jules,int. coffee shop,morning,Wed have to be talkin bout one motherfuckin charmin pig Itd have to be the Cary Grant of pigs,19,0.3612
1062,Vincent,int. coffee shop,morning,Good for you Lighten up a little You been sittin there all quiet,13,0.4404
1065,Jules,int. coffee shop,morning,The miracle we witnessed,4,0.5859
1066,Vincent,int. coffee shop,morning,The miracle you witnessed I witnessed a freak occurrence,9,0.2263
1067,Jules,int. coffee shop,morning,Do you know that a miracle is,7,0.5859
1068,Vincent,int. coffee shop,morning,An act of God,4,0.2732
1069,Jules,int. coffee shop,morning,Whats an act of God,5,0.2732
1070,Vincent,int. coffee shop,morning,I guess its when God makes the impossible possible And Im sorry Jules but I dont think what happened this morning qualifies,22,0.1027
1071,Jules,int. coffee shop,morning,Dont you see Vince that shit dont matter Youre judging this thing the wrong way Its not about what It could be God stopped the bullets he changed Coke into Pepsi he found my fuckin car keys You dont judge shit like this based on merit Whether or not what we experienced was an accordingtoHoyle miracle is insignificant What is significant is I felt Gods touch God got involved,69,-0.6351
1074,Vincent,int. coffee shop,morning,So youre serious youre really gonna quit,7,-0.1477
1075,Jules,int. coffee shop,morning,The life most definitely,4,0.4576
1080,Jules,int. coffee shop,morning,You know like Caine in KUNG FU Just walk from town to town meet people get in adventures,18,-0.368
1082,Jules,int. coffee shop,morning,Until God puts me where he want me to be,10,0.34
1084,Jules,int. coffee shop,morning,If it takes forever Ill wait forever,7,-0.4215
1086,Jules,int. coffee shop,morning,Ill just be Jules Vincent  no more no less,9,-0.7351
1087,Vincent,int. coffee shop,morning,No Jules youre gonna be like those pieces of shit out there who beg for change They walk around like a bunch of fuckin zombies they sleep in garbage bins they eat what I throw away and dogs piss on em They got a word for em theyre called bums And without a job residence or legal tender thats what youre gonna be  a fuckin bum,66,-0.4588
1088,Jules,int. coffee shop,morning,Look my friend this is just where me and you differ ,11,0.4939
1089,Vincent,int. coffee shop,morning, what happened was peculiar  no doubt about it  but it wasnt water into wine,14,-0.2617
1091,Vincent,int. coffee shop,morning,Stop fuckin talkin like that,5,0.0772
1092,Jules,int. coffee shop,morning,If you find my answers frightening Vincent you should cease askin scary questions,13,-0.7506
1093,Vincent,int. coffee shop,morning,I gotta take a shit To be continued,8,-0.5574
1094,Pumpkin,int. coffee shop,morning,Everybody be cool this is a robbery,7,0.3182
1095,Honey Bunny,int. coffee shop,morning,Any of you fuckin pricks move and Ill execute every one of you motherfuckers Got that,16,-0.5719
1097,Honey Bunny,int. coffee shop,morning,Now mean fuckin now Do it or die do it or fucking die,13,-0.8316
1099,Pumpkin,int. coffee shop,morning,On the floor or Ill cook you ass comprende,9,-0.743
1100,Manager,int. coffee shop,morning,Im the manager here theres no problem no problem at all ,11,-0.8316
1101,Pumpkin,int. coffee shop,morning,Youre gonna give me a problem,6,-0.4019
1102,Pumpkin,int. coffee shop,morning,What You said youre gonna give me a problem,9,-0.4019
1103,Manager,int. coffee shop,morning,No Im not Im not gonna give you any problem,10,-0.5994
1104,Pumpkin,int. coffee shop,morning,I dont know Honey Bunny He looks like the hero type to me,13,0.7269
1105,Honey Bunny,int. coffee shop,morning,Dont take any chances Execute him,6,-0.1511
1106,Manager,int. coffee shop,morning,Please dont Im not a hero Im just a coffee shop manager Take anything you want,16,0.6154
1108,Manager,int. coffee shop,morning,Everybody just be calm and cooperate with them and this will be all over soon,15,0.3182
1109,Pumpkin,int. coffee shop,morning,Well done now git your fuckin ass on the ground,10,-0.34
1110,Pumpkin,int. coffee shop,morning,Okay people Im going to go round and collect your wallets Dont talk just toss em in the bag We clear,21,0.5423
1113,Jules,int. coffee shop,morning,My boss dirty laundry,4,-0.4404
1115,Jules,int. coffee shop,morning,When he wants it clean,5,0.4019
1116,Pumpkin,int. coffee shop,morning,Sounds like a shit job,5,-0.2732
1117,Jules,int. coffee shop,morning,Funny Ive been thinkin the same thing,7,0.4404
1121,Jules,int. coffee shop,morning,Yes you did,3,0.4019
1123,Pumpkin,int. coffee shop,morning,Looks like we got a vigilante in our midst,9,0.3612
1124,Honey Bunny,int. coffee shop,morning,Shoot em in the face,5,-0.34
1125,Jules,int. coffee shop,morning,I dont mean to shatter your ego but this aint the first time Ive had gun pointed at me,19,-0.4767
1127,Manager,int. coffee shop,morning,Quit causing problems youll get us all killed Give em what you got and get em out of here,19,-0.802
1128,Jules,int. coffee shop,morning,Keep your fuckin mouth closed fat man this aint any of your goddamn business,14,-0.4767
1129,Pumpkin,int. coffee shop,morning,Im countin to three and if your hand aint off that case Im gonna unload right in your fuckin face Clear One,22,0.7003
1131,Jules,int. coffee shop,morning,You win,2,0.5859
1136,Pumpkin,int. coffee shop,morning,Its beautiful,2,0.5994
1138,Honey Bunny,int. coffee shop,morning,Let him go Let him go Ill blow your fuckin head off Ill kill ya Ill kill ya Youre gonna die youre gonna fuckin die bad,26,-0.9836
1139,Jules,int. coffee shop,morning,Tell that bitch to be cool Say bitch be cool Say bitch be cool,14,-0.7579
1142,Jules,int. coffee shop,morning,Tell her its gonna be okay,6,0.2263
1143,Pumpkin,int. coffee shop,morning,Im gonna be okay,4,0.2263
1144,Jules,int. coffee shop,morning,Promise her,2,0.3182
1145,Pumpkin,int. coffee shop,morning,I promise,2,0.3182
1150,Jules,int. coffee shop,morning,So we cool Yolanda We aint gonna do anything stupid are we,12,-0.2075
1151,Honey Bunny,int. coffee shop,morning,Dont you hurt him,4,0.4168
1152,Jules,int. coffee shop,morning,Nobodys gonna hurt anybody Were gonna be like three Fonzies And what Fonzie like,14,0.1531
1153,Jules,int. coffee shop,morning,Cmon Yolanda whats Fonzie like,5,0.3612
1154,Honey Bunny,int. coffee shop,morning,Hes cool,2,0.3182
1155,Jules,int. coffee shop,morning,Correctamundo And thats what were gonna be were gonna be cool Now Ringo Im gonna count to three and I want you to let go your gun and lay your palms flat on the table But when you do it do it cool Ready,44,0.743
1157,Honey Bunny,int. coffee shop,morning,Okay now let him go,5,0.2263
1158,Jules,int. coffee shop,morning,Yolanda I thought you were gonna be cool When you yell at me it makes me nervous When I get nervous I get scared And when motherfuckers get scared thats when motherfuckers get accidentally shot,35,-0.8442
1159,Honey Bunny,int. coffee shop,morning,Just know you hurt him you die,7,-0.8074
1160,Jules,int. coffee shop,morning,That seems to be the situation Now I dont want that and you dont want that and Ringo here dont want that So lets see what we can do Now this is the situation Normally both of your asses would be dead as fuckin fried chicken But you happened to pull this shit while Im in a transitional period I dont wanna kill ya I want to help ya But Im afraid I cant give you the case It dont belong to me Besides I went through too much shit this morning on account of this case to just hand it over to your ass,105,-0.8342
1161,Vincent,int. coffee shop,morning,What the fucks goin on here,6,-0.4767
1162,Jules,int. coffee shop,morning,Its cool Vincent Its cool Dont do a goddamn thing Yolanda its cool baby nothins changed Were still just talkin Tell her were still cool,25,0.8675
1163,Pumpkin,int. coffee shop,morning,Its cool Honey Bunny were still cool,7,0.5574
1165,Jules,int. coffee shop,morning,Nothin I cant handle I want you to just hang back and dont do shit unless its absolutely necessary,19,0.4023
1168,Honey Bunny,int. coffee shop,morning,I gotta go pee I want to go home,9,0.0772
1169,Jules,int. coffee shop,morning,Just hang in there baby youre doing great Ringos proud of you and so am I Its almost over Now I want you to go in that bag and find my wallet,32,0.804
1171,Jules,int. coffee shop,morning,Its the one that says Bad Motherfucker on it,9,-0.8442
1172,Jules,int. coffee shop,morning,Thats my bad motherfucker Now open it up and take out the cash How much is there,17,-0.8442
1174,Jules,int. coffee shop,morning,Put it in your pocket its yours Now with the rest of them wallets and the register that makes this a pretty successful little score,25,0.8201
1175,Vincent,int. coffee shop,morning,Jules if you give this nimrod fifteen hundred buck Im gonna shoot em on general principle,16,-0.34
1176,Jules,int. coffee shop,morning,You aint gonna do a goddamn thing now hang back and shut the fuck up Besides I aint givin it to him Im buyin somethin for my money Wanna know what Im buyin Ringo,34,-0.2373
1178,Jules,int. coffee shop,morning,Your life Im givin you that money so I dont hafta kill your ass You read the Bible,18,0.1285
1180,Jules,int. coffee shop,morning,Theres a passage I got memorized Ezekiel  The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men Blessed is he who in the name of charity and good will shepherds the weak through the valley of the darkness For he is truly his brothers keeper and the finder of lost children And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers And you will know I am the Lord when I lay my vengeance upon you I been sayin that shit for years And if you ever heard it it meant your ass I never really questioned what it meant I thought it was just a coldblooded thing to say to a motherfucker fore you popped a cap in his ass But I saw some shit this mornin made me think twice Now Im thinkin it could mean youre the evil man And Im the righteous man And Mr  here hes the shepherd protecting my righteous ass in the valley of darkness Or is could by youre the righteous man and Im the shepherd and its the world thats evil and selfish Id like that But that shit aint the truth The truth is youre the weak And Im the tyranny of evil men But Im tryin Im tryin real hard to be a shepherd,242,-0.9964
1182,Vincent,int. coffee shop,morning,I think we oughta leave now,6,-0.0516
1183,Jules,int. coffee shop,morning,Thats probably a good idea,5,0.4404
